pmid,title,year,journal,pub_types,language,abstract
41723803,"Korean American Church Leaders as Mental Health Gatekeepers in the USA: A Needs  Assessment of Readiness, Barriers, and Referrals.",2026,J Relig Health,Journal Article,eng,"Asian Americans underutilize mental health services, with particularly low rates  among Korean American (KA) immigrants. Churches serve as central sources of support in this community, positioning clergy as critical mental health gatekeepers. Yet little is known about the factors shaping KA church leaders' readiness, perceptions, and referral behaviors. This study analyzed survey data from 93 KA church leaders across the USA to explore factors associated with readiness (comfort addressing mental health), perceptions of issues and barriers, and the action of recommending professional counseling. Using multiple regressions, we found that prior mental health training was the only significant predictor of leader readiness, with trained leaders nearly three times more likely to report higher comfort levels (OR = 2.97, p < 0.05). Perceptions of church needs varied by ministry context and personal experience: Leaders with mental health training were over six times more likely to recognize depression and suicide as key concerns (OR = 6.71, p < 0.01) and more than twice as likely to identify marriage conflict (OR = 3.11, p < 0.05). In contrast, leaders who had personally received counseling were significantly less likely to report depression and suicide as a congregational issue (OR = 0.23, p < 0.05). In the integrative model, referral behavior was shaped primarily by ministry context and stigma awareness. Leaders in Korean-speaking ministries were significantly less likely to recommend counseling (OR = 0.02, p < 0.05), while those who identified stigma as a major issue were substantially more likely to make referrals (OR = 9.50, p < 0.05). These findings highlight the central role of training, bicultural ministry contexts, and stigma recognition in shaping church leaders' engagement with mental health. The study underscores the need for culturally adapted training programs and closer collaboration between mental health professionals and immigrant churches to address persistent disparities in KA communities."
38498578,Mental health and mental health help-seeking behaviors among first-generation  voluntary African migrants: A systematic review.,2024,PLoS One,"Journal Article; Research Support, Non-U.S. Gov't; Systematic Review",eng,"PURPOSE: Mental health challenges are highly prevalent in African migrants.  However, understanding of mental health outcomes in first-generation voluntary African migrants is limited, despite the unique challenges faced by this migrant subgroup. This review aimed to synthesize the literature to understand the mental health challenges, help-seeking behavior, and the relationship between mental health and mental health help-seeking behavior in first-generation voluntary African migrants living outside Africa. METHODS: Medline Complete, EMBASE, CINAHL Complete, and APA PsychINFO were searched for studies published between January 2012 to December 2023. Retrieved articles were processed, data from selected articles were extracted and synthesized to address the study aims, and included studies were evaluated for risk of bias. RESULTS: Eight studies were included, including four quantitative and four qualitative studies, which focused on women with postnatal depression. Mental health challenges reported in the quantitative studies were depression, interpersonal disorders, and work-related stress. Risk (e.g., neglect from health professionals and lack of social/spousal support) and protective (e.g., sensitivity of community services and faith) factors associated with mental health were identified. Barriers (e.g., cultural beliefs about mental health and racial discrimination) and facilitators (sensitizing African women about mental health) of mental health help-seeking behavior were also identified. No significant relationship was reported between mental health and mental health help-seeking behavior, and the risk of bias results indicated some methodological flaws in the studies. CONCLUSION: This review shows the dearth of research focusing on mental health and help-seeking behavior in this subgroup of African migrants. The findings highlight the importance of African migrants, especially mothers with newborns, examining cultural beliefs that may impact their mental health and willingness to seek help. Receiving countries should also strive to understand the needs of first-generation voluntary African migrants living abroad and offer mental health support that is patient-centered and culturally sensitive."
40790105,Health Impacts of Restrictive Migration Policies: A Qualitative Study of Highly  Educated Iranian Immigrants and International Students in the U.S.,2026,J Immigr Minor Health,Journal Article,eng,"Immigrants constitute a substantial portion of the United States population and  represent a significant minoritized group whose health is impacted by the country's migration policies as social determinants of health. This qualitative study used a phenomenological approach to document and explore the lived experiences of highly educated Iranian immigrants and International Students within the context of U.S. migration policies while considering the Social Determinants of Health framework. In-depth semi-structured interviews were conducted with 23 participants. Reflexive thematic analysis of the data revealed four major themes (1) entry and reentry visa restrictions for Iranians; (2) the emotional and social impact of the U.S. Travel Ban; (3) family separation and emotional distress; and (4) mental health impacts of immigration uncertainty. Findings highlight significant challenges faced by this population, including extended family separations, career uncertainties, and psychological distress. Participants reported heightened anxiety, insomnia, and feelings of isolation, aligning with research on migration-related mental health disparities. This research contributes to the limited literature on the experiences of Iranian immigrants in the U.S. and has implications for minoritized population health and policy reforms aimed at mitigating the adverse effects of immigration-related stress."
36320151,Post-migration psychosocial experiences and challenges amongst LGBTQ+ forced  migrants: A meta-synthesis of qualitative reports.,2023,J Adv Nurs,Journal Article; Systematic Review,eng,"AIMS: Synthesize qualitative research to illuminate the post-migration  psychosocial experiences amongst LGBTQ+ forced migrants. DESIGN: Meta-synthesis of qualitative reports. DATA SOURCES: Systematic searches in seven databases and manual screenings were performed in July 2021 (21,049 entries screened in total). The final sample included 29 English-language reports containing empirical qualitative findings about post-migration experiences and published 10 years prior to the searches, based on migrants as the primary source. REVIEW METHODS: Methodological quality was appraised using the CASP and JBI checklists. Through a collaborative process involving nurse-midwife researchers and experienced clinical professionals, reports were analysed with a two-stage qualitative meta-synthesis including an inductive qualitative content analysis. RESULTS: The methodological quality was high and the reports included 636 participants in total. Two themes were identified through the meta-synthesis. The first theme illustrates the psychological distress and numerous challenges and stressors forced migrants face after arrival, including challenges encountered as an LGBTQ+ forced migrant, psychological reactions and manifestations, and practical issues related to resettlement and living conditions. The second theme highlights the resilience and strength they find through various internal processes and external resources, including resilience and strengthening resources, identity formation and establishing and maintaining social relationships. CONCLUSION: After arrival in the host country, forced migrants identifying as LGBTQ+ face numerous societal and personal challenges whilst being at risk of experiencing significant psychological distress. These migrants utilize a wide range of resources that may strengthen their resilience. Peer support stands out as a highly appreciated and promising resource that needs further attention in experimental research. IMPACT: Forced migrants identifying as LGBTQ+ need access to adequate and sufficient support. The findings emphasize several strength-building resources that may inform nurses, midwives, researchers and other professionals when providing psychosocial support for these persons. PATIENT OR PUBLIC CONTRIBUTION: No patient or public contribution."
21140307,The interactive role of chronic medical conditions and sleep disturbance in  predicting depressive symptoms among Korean American older adults.,2011,Aging Ment Health,"Journal Article; Research Support, N.I.H., Extramural",eng,"OBJECTIVES: This study examined the independent and interactive effects of  chronic medical conditions and sleep disturbance on depressive symptomatology. The sample (N = 675) consisted of community-dwelling Korean American older adults, a group that has been found to be particularly high in depressive symptomatology. METHODS: A hierarchical regression model of depressive symptoms was estimated with an array of predictors: (a) demographic variables, including immigration history, (b) chronic medical conditions, (c) sleep disturbance, and (d) an interaction between chronic medical conditions and sleep disturbance. RESULTS: After controlling for the effects of demographic variables, both chronic medical conditions and sleep disturbance were identified as independent risk factors for depressive symptoms. Moreover, their interaction was significant, indicating that the coexistence of chronic medical conditions and sleep disturbance was significantly associated with higher levels of depressive symptoms (β = 0.15, p < 0.01). CONCLUSION: Our findings call attention to sleep hygiene among older individuals with chronic medical conditions and recommend that sleep quality should be closely monitored and assessed by healthcare professionals."
37161342,Understanding experiences of mental health help-seeking in Arab populations  around the world: a systematic review and narrative synthesis.,2023,BMC Psychiatry,Journal Article; Systematic Review,eng,"BACKGROUND: Racial and ethnic disparities in mental health service utilisation  and access is well established. Mental illness is common among Arab populations globally, but most individuals display negative attitudes towards mental health and do not seek professional help. The aim of this systematic review was to determine 1) help-seeking behaviours 2) help-seeking attitudes and 3) help-seeking barriers and facilitators, related to mental health services among Arab adults. METHOD: A pre-defined search strategy and eligibility criteria allowed for database searching using terms related to: mental health, Arabs, help-seeking, as well as experiences and behaviours. Seventy-four articles were included and analysed through narrative synthesis. Results were reported using the PRISMA guidelines. The review protocol was registered prospectively on PROSPERO (CRD42022319889). RESULTS: Arabs across the world have negative attitudes towards formal help-seeking and are reluctant to seek help, despite the presence of psychological distress. There is little information on factors that influence help-seeking behaviours and rates of service use. Preference for informal help sources such as family and friends were expressed and considered more acceptable. Low mental health literacy, stigma, gender, age, education, religion, acculturation, and immigrant status were the most common factors influencing help-seeking attitudes. Barriers to help-seeking included stigma, privacy and confidentiality, trust, mental health literacy, language, logistics, and culture related barriers. Increasing societal and family awareness, external support and encouragement, shared culture between the client and therapist, quality of doctor patient relationship, and feelings of connectedness with the host country among refugees were mentioned facilitators. Mixed findings for the role of religion, and family and community, in relation to facilitating or hindering help-seeking were reported. CONCLUSIONS: There is an increased likelihood and preference to seek informal sources of psychological support among Arabs. Contextual and cultural factors impeding help-seeking for Arabs are common across the world. Future research should address actual utilisation rates of services to better understand factors that influence help-seeking behaviours and facilitators to help-seeking. Increasing mental health literacy and developing anti stigma campaigns is necessary. Developing culturally informed interventions should inform future efforts to promote help-seeking among this population."
20840806,Seeking help for mental health problems outside the conventional health care  system: results from the European Study of the Epidemiology of Mental Disorders (ESEMeD).,2010,Can J Psychiatry,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't; Research Support, U.S. Gov't, P.H.S.",eng,"OBJECTIVE: In certain countries, it is not uncommon to turn to professionals  outside the conventional health care system for psychological problems. As this situation is not well documented in Europe, we assessed use of nonconventional care for mental health in 6 European countries. METHOD: A cross-sectional survey was conducted in representative samples of noninstitutionalized adults in 6 European countries. Participants (n = 8796) completed a survey, which included, among other items, the Composite International Diagnostic Interview 3.0 and in-depth questions about lifetime consultations for mental health problems. RESULTS: Among the respondents (n = 2928) who reported having already sought help in their lifetime for psychological problems (20.0%), 8.6% turned to complementary and alternative medicine (CAM) providers, such as chiropractors and herbalists, and a similar proportion (8.4%) to religious advisers such as ministers, priests, or rabbis. Only a small proportion (2.9%) consulted only these professionals for their problems. CAM providers were more frequently used in the Netherlands (13.5%) and Germany (9.4%), while religious advisers were more often consulted in Italy (12.6%) and Germany (11.6%). Multivariate analyses confirmed differences between countries and revealed that people turning to religious advisers tended to be older, foreign born, and with alcohol problems, whereas those consulting CAM providers were younger, wealthier, and more frequently depressed. CONCLUSIONS: In Europe, patients who turn to CAM therapists and those who seek help from religious advisers for psychological problems are not exactly the same. In addition, these professionals are not consulted frequently in most countries, and are almost always associated with more traditional follow-up when used."
21522051,Ethnoracial differences in the clinical characteristics of Alzheimer's disease at  initial presentation at an urban Alzheimer's disease center.,2011,Am J Geriatr Psychiatry,"Comparative Study; Journal Article; Research Support, N.I.H., Extramural",eng,"OBJECTIVE: To compare presentation of Alzheimer disease (AD) at the time of  initial evaluation at a university specialty clinic across three ethnoracial groups in order to understand similarities and differences in the demographic, clinical, cognitive, psychiatric, and biologic features. DESIGN: Cross-sectional study. PARTICIPANTS: A total of 1,341 self-identified African American, Latino (primarily of Caribbean origin), and white non-Hispanic (""WNH"") subjects were recruited from primary care sites or by referral by primary care physicians. MEASUREMENTS: Demographic variables and age of onset of AD, as well as cognitive, functional, and mood impairments at the time of initial presentation and frequencies of apolipoprotein E genotypes, were compared across groups. RESULTS: Differences among ethnoracial groups were found for nearly all variables of interest. In particular, the largely immigrant Puerto Rican Latino group had an earlier age of onset of AD, more cognitive impairment, and greater severity of cognitive impairment at the time of initial evaluation in the setting of low average education and socioeconomic status. There was more depression in the Latinos compared with African Americans and WNHs. Greater severity of symptoms was not accounted for by a difference in lag time between onset of symptoms and initial evaluation. The apolipoprotein E-4 genotype was not associated with AD in the Latino cohort. CONCLUSIONS: Minority groups in Philadelphia, especially Latinos, exhibit a more severe profile of AD at the time of presentation than WNHs. Important potential confounds need to be considered and future research comparing immigrant and nonimmigrant Latino groups will be necessary to elucidate the highly significant differences reported."
22799587,"Longitudinal linkages among parent-child acculturation discrepancy, parenting,  parent-child sense of alienation, and adolescent adjustment in Chinese immigrant families.",2013,Dev Psychol,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",eng,"Parent-child acculturation discrepancy is a risk factor in the development of  children in immigrant families. Using a longitudinal sample of Chinese immigrant families, the authors of the current study examined how unsupportive parenting and parent-child sense of alienation sequentially mediate the relationship between parent-child acculturation discrepancy and child adjustment during early and middle adolescence. Acculturation discrepancy scores were created using multilevel modeling to take into account the interdependence among family members. Structural equation models showed that during early adolescence, parent-child American orientation discrepancy is related to parents' use of unsupportive parenting practices; parents' use of unsupportive parenting is related to increased sense of alienation between parents and children, which in turn is related to more depressive symptoms and lower academic performance in Chinese American adolescents. These patterns of negative adjustment established in early adolescence persist into middle adolescence. This mediating effect is more apparent among father-adolescent dyads than among mother-adolescent dyads. In contrast, parent-child Chinese orientation discrepancy does not demonstrate a significant direct or indirect effect on adolescent adjustment, either concurrently or longitudinally. The current findings suggest that during early adolescence, children are more susceptible to the negative effects of parent-child acculturation discrepancy; they also underscore the importance of fathering in Chinese immigrant families."
41639809,A multilingual telephone service for crisis communication with migrant groups:  Swedish experiences of responding to the COVID-19 pandemic.,2026,BMC Public Health,Journal Article,eng,"BACKGROUND: Migrants living in socioeconomically disadvantaged neighborhoods in  Sweden were overrepresented among the infected and deceased in coronavirus disease 2019 (COVID-19) and vaccination coverage was substantially lower, despite being free of charge. The overarching aim of this study was to analyze the experiences of operating a multilingual telephone service for public health crisis communication targeting migrant communities in Sweden during COVID-19. A secondary objectives was to identify specific opportunities and challenges in delivering culturally appropriate health information during a pandemic crisis. METHODS: A qualitative design based on in-depth interviews with 12 health communicators staffing the telephone service was used. Additional quantitative descriptive data on the use of the telephone service are provided for context. RESULTS: The quantitative data revealed that relatively few callers requested basic information about the virus or asked about topics such as where to turn in case of illness. The most common topic was testing for current infection. The thematic analysis identified seven major themes: The rationale behind a multilingual telephone service; the convergence of language, culture, and professional competence in trust building; dialogical dissemination of knowledge; cooperation with other actors and organizations; responding to misinformation and myths; managing emotions, existential concerns, and mental distress; and lessons for future health crisis response. CONCLUSIONS: For dissemination of information about COVID-19 and vaccination to migrants during the pandemic, experiences from the multilingual telephone service point to the value of communication that includes the possibility of dialogue with health professionals in a culturally safe mode using one's native language. For future health crises, our findings emphasize the importance of having a communication strategy targeting vulnerable groups in place as a part of a comprehensive pandemic plan when the need emerges. TRIAL REGISTRATION: The study protocol has been preregistered on the Open Science Framework (osf.io/rt47j)."
31182057,"Hyperemesis Gravidarum in the context of migration: when the absence of cultural  meaning gives rise to ""blaming the victim"".",2019,BMC Pregnancy Childbirth,Journal Article,eng,"BACKGROUND: Hyperemesis gravidarum (HG) is a rare complication of pregnancy that  involves persistent nausea and extreme vomiting to an intensity that differentiates HG from nausea and vomiting commonly experienced during pregnancy. Research has suggested potential biological and psychological etiological pathways for HG, but the augmented prevalence in immigrant populations, which is 4.5 times higher, remains unclear. Studies show that in order to better address the psychosocial needs of immigrant patients with HG, we must first improve our understanding of how they experience their illness. The objective of this study was to understand the meaning and experience of HG among immigrant women in Canada. METHODS: Our ""qualitative comparative analysis design"" involved a sample of 15 pregnant mothers following their hospitalization for HG, including 11 immigrant women and 4 Canadian-born women recruited for comparison purposes. We used the Edinburgh Perinatal Depression Scale to assess distress, and the McGill Illness Narrative Interview Schedule to explore how pregnant women understood and experienced their HG and the health services that they received. RESULTS: With the exception of a few women whose mothers suffered from HG, immigrant women and their loved ones did not have cultural knowledge to attribute meaning to HG symptoms. This left them vulnerable to criticism from family, as well as feelings of self-doubt, stress, and anxiety. We interpret this phenomenon as 'victim blaming'. Immigrant women's experience of HG was also characterised by high levels of depressive symptoms (40%) which they linked to the severity of their symptoms, high levels of stress associated with adapting to their new country, social isolation, and loss of female family members. Furthermore, in contrast to Canadian-born women, immigrant women frequently reported feeling that their symptoms were minimized by hospital emergency room medical staff, which led to delays in obtaining appropriate health care. However, once admitted to hospital, they perceived the care provided by dieticians and nurses as helpful in managing their symptoms. CONCLUSIONS: Wider awareness of the impact of HG may improve the quality of family support for immigrant women. There is a need to improve the delays and appropriateness of clinical care."
41107794,"Community health survey development, administration, social determinants and  mental health in African immigrants and refugees in Portland Oregon.",2025,BMC Public Health,Journal Article,eng,"BACKGROUND: Community-based organizations interested in members' health may lack  data to develop culturally-appropriate, evidence-based interventions. Community leaders perceived the need for a health survey, developed and administered in partnership with research scientists, to address mental health concerns of black African immigrants and refugees (principally depression). OBJECTIVES: The goals of the project were: development of a community health survey for African immigrant and refugee populations; translation, piloting and administering the survey, and descriptive analyses and dissemination. Consultation with a community Advisory Board throughout the study was an overarching goal. METHODS: A working partnership between members of the African Family Holistic Health Organization, including an Advisory Board, and members of Oregon Research Institute was formed. Recommended protocols to measure demographics, social determinants of health, everyday discrimination, perceived stress, mental health and substance use, including combustible tobacco use, were included after multiple consultations with the Advisory Board. The survey was translated and piloted in multiple African languages. Survey participants were recruited individually and at community-based organization events and completed the survey. Descriptive and bivariate analyses and dissemination to multiple groups was performed. RESULTS: The survey (Demographics and Disability, Social Determinants of Health, Substance Use), was administered electronically and completed by N = 385 (73% ≤40 years, 61% female) participants in the 2nd quarter of 2023. Participant symptoms of anxiety and depression were elevated relative to US 2022 National Health Interview Survey data (overall and compared to individuals identifying as non-Hispanic Black), due to increased reporting of mild symptoms, and in participants who were younger, food insecure, English proficient or with greater levels of perceived discrimination or stress. Measures of ever smoking were low (even a puff, 11%), with greater ever smoking observed in participants who were male, with some college, English proficient, or with greater levels of perceived discrimination or stress. CONCLUSIONS: Survey development and administration in multiple languages benefited from validated tools, repeated consultations of the research team with Advisory Board members, and community-based organization staff contributions. Community concerns about mental health appear justified, though increased symptoms were mild and subclinical. While absolute levels of ever smoking are low, tobacco use associations suggest opportunities for prevention."
25162447,"Traumatized refugees: morbidity, treatment and predictors of outcome.",2014,Dan Med J,Journal Article; Review,eng,"INTRODUCTION: Despite large numbers of traumatized refugees, little is known  about effective treatment of war trauma in refugees and immigrants. Few studies evaluating treatment have been published and most studies are follow-up studies with methodological limitations and little comparability across studies. PURPOSE: The purpose of the PhD is to characterize transcultural trauma patients in Denmark needing psychiatric treatment with regards to psychopathology and predictors of mental health and to evaluate the effects of the treatment. METHODS: Two studies reported in 4 papers form the basis of the thesis. FORLOB (Paper 1-3) was a follow-up study that included all patients receiving treatment at the Competence Center for Transcultural Psychiatry in Copenhagen from April 2008 to February 2010. Patients completed self-ratings of symptoms of PTSD, depression and anxiety as well as level of functioning and quality of life (HTQ, HSCL-25, SDS & WHO-5) before treatment and after treatment. Associations of co-morbid diagnoses and predictors of the patients' health condition were examined with linear and logistic regression and Pearson's correlation coefficients. Treatment in FORLOB consisted of a combination of Sertraline, Mianserin, psycho-education and Trauma-Focused Cognitive Behavioral Therapy (TFCBT). The treatment administered to each patient was monitored in detail and changes in outcome and predictors of change were analyzed. PTF1 (Paper 4) was a randomized controlled clinical trial with 2x2 factorial design (antidepressants, TFCBT, antidepressants & TFCBT, waiting list). Potential participants were screened amongst adult patients referred to the Competence Center for Transcultural Psychiatry in the period June 2009-2011. Patients with PTSD, war trauma and without a psychotic disorder were included. The manualized treatment consisted of weekly sessions with a physician and/or psychologist over a period of 6 months. The treatment effect was evaluated with a combination of self-ratings and blinded and non-blinded observer ratings. Outcome measures included symptoms of PTSD, depression, anxiety, pain and somatization, quality of life and level of functioning (HTQ, HSCL-25, SCL-90, WHO-5, SDS, VAS, Hamilton, GAF). Treatment was offered with translation and screening instruments were translated to the six most common languages in the patient group covering the needs of 92% of patients. RESULTS: In FORLOB, patients had several co-morbidities and not just PTSD. Almost all patients had depression, pain and untreated somatic complaints in addition to PTSD. Furthermore, 36-58% had physical problems they were in treatment for, 9-16% of patients had psychotic symptoms mainly related to their trauma, 27% had enduring personality change due to catastrophic events according to ICD-10 and 46% reported traumatic brain injury. Patients reporting chronic pain had higher symptom scores on HSCL-25 and HTQ and patients with psychotic symptoms scored higher on all symptom clusters on HTQ. At pre-treatment assessment, the patients' level of functioning and quality of life were very low, the majority of patients lived on public subsidies, education levels were low and most patients had a limited social network. In FORLOB, we found a moderate significant change (Cohen's d 0.44-0.67) on all self-report outcome measures (HTQ, HSCL-25, SDS and WHO-5) after combination treatment. We found less improvement in PTSD when patients were receiving public subsidies and less improvement of depression when patients reported pain in the upper extremities. We found a positive association between systematic use of CBT methods and improvement in patient condition. In PTF1, the randomized clinical trial, we found a small, but significant effect of treatment with medicine on blinded observer-ratings of depression and anxiety (Ham-D and Ham-A) and a large effect on non-blinded ratings of level of functioning (GAF-F and GAF-S), in addition to a small effect on self-reported level of functioning and headache (SDS and VAS). Cohen's d calculated as the differences between randomization groups receiving medicine and not receiving medicine ranged from 0.91-1.01 on GAF-F and GAF-S, whereas on the other ratings showing significant change Cohen's d was 0.31-0.41. We did not find any effect of psychotherapy on any outcomes nor any effect of psycho-therapy or medicine on the primary outcome measure, PTSD. CONCLUSION: Traditionally, treatment of traumatized refugees have focused on PTSD, but this study demonstrates that patients suffer from numerous psychiatric and somatic co-morbidities and the comprehensiveness of PTSD in explaining symptoms of traumatized refugees is questionable. This has implications for the type and implementation of treatment. PTF1 is the largest randomized clinical trial published on the treatment of traumatized refugees. It is a strength of PTF1 that it includes a waiting list control group thereby accounting for any effects due to spontaneous recovery and that treatment modalities are examined separately and in combination. In both FORLOB and PTF1, treatment adherence and patient compliance with treatment was thoroughly documented. Effect sizes were moderate in FORLOB and small in PTF1. There were discrepancies between the results in FORLOB and PTF1 with regards to the effect measured on self-ratings that can only partially be explained by methodological limitations of the follow-up study. Both studies are undertaken under pragmatic and realistic circumstances and the results are therefore relevant to other contexts. Patients are representative of patients in other North-European studies of traumatized refugees but differ from patients in trials published on culturally adapted CBT and Narrative Exposure Therapy."
40824166,Emergency radiology in displaced populations: imaging and practical challenges.,2026,Diagn Interv Radiol,Journal Article; Review,eng,"Migrants and refugees tend to use emergency departments as their primary source  of care, leading to a substantial increase in emergency radiological imaging. Migrants and refugees have risk factors, such as low vaccination rates, poor hygiene, malnutrition, and inadequate self-care, which increase their risk of contracting infectious diseases. For example, the prevalence of tuberculosis among refugee populations in host countries is increasing, and imaging findings related to tuberculosis are frequently observed by radiologists. Strengthening screening programs in host countries for tuberculosis and other infectious diseases among migrant populations can help mitigate the risk of transmission within migrant communities. Another condition, cystic echinococcosis, is more common among refugees and migrants from the Middle East and Afghanistan. For radiologists working in host countries, echinococcosis involving the liver and lungs should be considered in the differential diagnosis. Both intentional (e.g., violence, assault) and unintentional (e.g., workplace injuries, accidents) traumas are frequently encountered in emergency radiology, particularly among refugees and immigrants. Workplace injuries are four times more common among migrants and refugees than among the local population due to their work in high-risk industries, such as construction and heavy industry, and emergency radiology frequently encounters radiological findings of organ injuries due to falls from height. In addition, healthcare professionals in emergency radiology face various challenges when dealing with migrant and refugee patients, such as communication barriers, social security problems, and psychological distress."
40780122,Migration-induced subjective social mobility and its associations with self-rated  mental and general health: A systematic review and narrative synthesis.,2025,Soc Sci Med,Journal Article; Systematic Review,eng,"Social mobility affects health, but comprehensive evidence on its health effects  in migration contexts is lacking. This systematic review summarizes the global empirical quantitative evidence on the impact of migration-induced subjective social mobility on self-rated health outcomes among first-generation migrants, including internally displaced people, international and internal migrants. A systematic search was performed in three scientific databases, using search terms related to migrants, social status/mobility and health outcomes. Studies were included if migrant populations, quantitative measures of health outcomes and subjective social mobility were reported. In total, 13 records met all criteria, representing five different country contexts and covering international migrants, asylum seekers, refugees, and rural-to-urban migrants. Applying cross-sectional study designs, the main outcomes assessed were general health, subjective wellbeing/life satisfaction and depression. The overall evidence shows that downward subjective social mobility consistently correlates with negative mental health effects, namely depression, while upward social mobility is associated with better mental health outcomes. Similar tendencies were found for general health and life satisfaction. The results indicate that downward subjective social mobility is associated with poorer general health, lower life satisfaction and higher risk of depression across various contexts. Correspondingly, upward subjective social mobility and social mobility belief is associated with better general health, higher life satisfaction and lower risk of depression. These findings highlight the need for policies that support post-migration socioeconomic integration to prevent or mitigate the experience of downward mobility and its adverse health effects. Future research is needed to better understand pathways and interactions between policies, contexts, and individual trajectories influencing migration-induced social mobility."
42607061,"Effectiveness of a scalable, remotely delivered stepped-care intervention for  psychological distress among Polish migrant workers in the Netherlands: The RESPOND randomised controlled trial.",2026,PLoS Med,Equivalence Trial; Journal Article; Randomized Controlled Trial,eng,"BACKGROUND: Many international migrant workers (IMWs) in the Netherlands  experience symptoms of anxiety and depression, often linked to adverse work and living conditions, yet underutilise mental healthcare. Stepped-care approaches may improve access by offering low-intensity support, followed by more intensive treatment if needed. We evaluated the effectiveness of a culturally adapted, remotely delivered, scalable stepped-care intervention combining guided online self-help (Doing What Matters in Times of Stress; DWM; step 1) and individual psychological support via videoconferencing (Problem Management Plus; PM+; step 2) both delivered by non-professional helpers, among Polish migrant workers living in the Netherlands. METHODS AND FINDINGS: In this parallel-group, two-arm, superiority randomised controlled trial, conducted in the Netherlands, Polish-speaking migrant workers aged 18 years or older with elevated psychological distress (Kessler Psychological Distress Scale; K10 ≥ 16) were recruited between May 2022 and January 2024 via social media and Polish community spaces. All participants received Psychological First Aid (PFA) before being informed about their allocation. Participants were randomly assigned 1:1 to care-as-usual or stepped-care (DWM, followed by PM+ if distress persisted; K10 ≥ 16) using computer-generated randomisation with permuted blocks in Castor Electronic Data Capture (Castor EDC). Participants and the main researcher were not blinded after allocation; outcomes were self-reported, and research assistants handling later incidental follow-up contact remained blinded. Assessments occurred at four timepoints: baseline (week 1), post-DWM (week 7), post-PM+ (week 13), and 2-month follow-up (week 21). The primary outcome was a composite measure of anxiety and depression (Patient Health Questionnaire-Anxiety and Depression Scale; PHQ-ADS), measured at all timepoints, with the primary endpoint at follow-up. Primary analyses followed the intention-to-treat (ITT) principle using linear mixed models adjusted for baseline PHQ-ADS values. In total, 218 participants were randomised and included in the ITT analysis (109 in each group); PHQ-ADS data at the primary endpoint were available for 94 participants in the intervention group and 101 in the control group. At follow-up, adjusted mean PHQ-ADS scores were lower in the intervention group than in the control group (14.8 versus 21.3), with a between-group mean difference adjusted for baseline PHQ-ADS score of -6.52 (95% confidence interval [CI] [-8.73, -4.31]; p < 0.001; Cohen's d = -0.57), reflecting a moderate effect. Significant between-group differences adjusted for baseline PHQ-ADS were also observed post-DWM (-5.90; 95% CI [-8.12, -3.69]; p < 0.001; d = -0.56) and post-PM+ (-4.87; 95% CI [-7.18, -2.56]; p < 0.001; d = -0.44). Most participants in the intervention group who completed the post-DWM assessment still met criteria for PM+ (85/95, 89.5%). Eight serious adverse events occurred (intervention: n = 2; control: n = 6), and none were considered related to the intervention. The main limitations were limited generalisability, as most participants were women and had lived in the Netherlands for several years, and limited conclusions about longer-term effects due to the short follow-up period. CONCLUSION: The DWM/PM+ stepped-care intervention significantly reduced symptoms of anxiety and depression among Polish migrant workers in the Netherlands. These findings support the use of a remotely delivered stepped-care model combining scalable psychological interventions for migrant workers with elevated psychological distress."
42127571,Mental health and mental health care of South and East Asian immigrant pregnant  women residing in five OECD Countries: A systematic review.,2026,Midwifery,Journal Article; Systematic Review,eng,"BACKGROUND: South and East Asian immigrant pregnant women across Organisation for  Economic Co-Operation and Development (OECD) countries face barriers to accessing perinatal mental health care. This review examined the prevalence of common mental health conditions and experiences with perinatal mental health services among South and East Asian immigrant pregnant women in five OECD countries (Canada, the United Kingdom, the United States, Australia, and New Zealand). METHODS: A systematic review was conducted using a comprehensive search strategy developed by an expert librarian for five databases (CINAHL, MEDLINE, EMBASE, PsycINFO, and MIDIRS) from inception to February 2026. Quantitative, qualitative, and mixed-methods studies and published abstracts were considered. RESULTS: The review comprised six studies (five quantitative and one qualitative) conducted in Canada, the United Kingdom and the United States. The point prevalence of depression and state anxiety among participants was 16.3% and 19.7%, respectively, based on studies published mostly between 2012 and 2016. The qualitative study suggested that the utilization of mental health services was poor due to a lack of understanding of mental health issues, stigma, language barriers, cultural taboos, and distrust of mental health professionals. CONCLUSIONS: The review highlights the magnitude of antenatal depression and anxiety among South and East Asian immigrants, mainly before the COVID-19 pandemic. More research is required to understand the current demand for perinatal mental health services among immigrant South and East Asian pregnant women. Evaluating how effectively each OECD country is prioritizing the mental health needs of this population post-COVID-19 will inform practice and policy reform. SYSTEMATIC REVIEW REGISTRATION: https://www.crd.york.ac.uk/PROSPERO/view/CRD42023440054 PROSPERO Identifier: CRD42023440054."
